Date,Activity,Group,Duration,Distance,Steps,Calories
7/7/14,cycling,cycling,1470,4.790,0,0
7/7/14,walking,walking,4041,2.750,6815,0
7/8/14,cycling,cycling,717,1.650,0,0
7/8/14,walking,walking,814,0.641,1196,0
