Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/5/14,cycling,cycling,2014-06-05T10:36:41-07:00,2014-06-05T10:50:00-07:00,799,1.756,0,0
6/5/14,walking,walking,2014-06-05T10:50:53-07:00,2014-06-05T10:54:23-07:00,210,0.109,234,0
6/5/14,walking,walking,2014-06-05T10:59:36-07:00,2014-06-05T11:03:23-07:00,227,0.265,365,0
6/5/14,walking,walking,2014-06-05T11:03:50-07:00,2014-06-05T11:06:50-07:00,180,0.159,342,0
6/5/14,walking,walking,2014-06-05T12:34:46-07:00,2014-06-05T12:40:39-07:00,353,0.255,688,0
6/5/14,cycling,cycling,2014-06-05T14:09:25-07:00,2014-06-05T14:17:30-07:00,485,1.685,0,0
6/5/14,transport,transport,2014-06-05T15:56:29-07:00,2014-06-05T17:05:06-07:00,4117,41.212,0,0
6/5/14,walking,walking,2014-06-05T17:06:27-07:00,2014-06-05T17:07:57-07:00,90,0.041,132,0
6/5/14,transport,transport,2014-06-05T18:11:06-07:00,2014-06-05T19:24:32-07:00,4406,43.783,0,0
6/5/14,walking,walking,2014-06-05T19:24:32-07:00,2014-06-05T19:24:40-07:00,8,0.002,8,0
6/5/14,walking,walking,2014-06-05T21:33:59-07:00,2014-06-05T21:53:31-07:00,1172,0.973,2273,0
6/5/14,walking,walking,2014-06-05T23:54:20-07:00,2014-06-05T23:55:50-07:00,90,0.029,92,0
