Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/19/14,cycling,cycling,2014-06-19T09:29:26-07:00,2014-06-19T09:38:07-07:00,521,1.125,0,0
6/19/14,walking,walking,2014-06-19T09:38:07-07:00,2014-06-19T09:38:36-07:00,29,0.009,29,0
6/19/14,transport,transport,2014-06-19T11:17:26-07:00,2014-06-19T11:20:49-07:00,203,0.425,0,0
6/19/14,walking,walking,2014-06-19T11:20:49-07:00,2014-06-19T11:27:12-07:00,383,0.177,449,0
6/19/14,transport,transport,2014-06-19T14:58:04-07:00,2014-06-19T15:02:47-07:00,283,0.487,0,0
6/19/14,walking,walking,2014-06-19T15:02:54-07:00,2014-06-19T15:03:54-07:00,60,0.041,132,0
6/19/14,walking,walking,2014-06-19T15:38:30-07:00,2014-06-19T15:42:32-07:00,242,0.173,322,0
6/19/14,walking,walking,2014-06-19T15:43:18-07:00,2014-06-19T15:43:48-07:00,30,0.019,61,0
6/19/14,cycling,cycling,2014-06-19T17:04:00-07:00,2014-06-19T17:11:18-07:00,438,1.127,0,0
6/19/14,cycling,cycling,2014-06-19T17:42:45-07:00,2014-06-19T17:46:30-07:00,225,0.580,0,0
6/19/14,transport,transport,2014-06-19T17:46:30-07:00,2014-06-19T18:01:26-07:00,896,4.312,0,0
6/19/14,walking,walking,2014-06-19T18:09:08-07:00,2014-06-19T18:09:38-07:00,30,0.009,20,0
6/19/14,transport,transport,2014-06-19T18:10:37-07:00,2014-06-19T18:26:46-07:00,969,7.962,0,0
6/19/14,walking,walking,2014-06-19T18:30:18-07:00,2014-06-19T18:37:32-07:00,434,0.414,683,0
6/19/14,walking,walking,2014-06-19T18:41:03-07:00,2014-06-19T18:42:36-07:00,93,0.053,171,0
6/19/14,walking,walking,2014-06-19T19:00:00-07:00,2014-06-19T19:03:54-07:00,234,0.171,366,0
6/19/14,walking,walking,2014-06-19T21:59:02-07:00,2014-06-19T22:00:33-07:00,91,0.035,111,0
6/19/14,walking,walking,2014-06-19T22:03:01-07:00,2014-06-19T22:07:43-07:00,282,0.142,287,0
6/19/14,walking,walking,2014-06-19T22:13:03-07:00,2014-06-19T22:13:33-07:00,30,0.012,41,0
6/19/14,transport,transport,2014-06-19T22:22:14-07:00,2014-06-19T22:52:16-07:00,1802,11.900,0,0
6/19/14,walking,walking,2014-06-19T22:52:16-07:00,2014-06-19T22:54:16-07:00,120,0.069,173,0
6/19/14,transport,transport,2014-06-19T22:54:16-07:00,2014-06-19T22:58:44-07:00,268,0.634,0,0
6/19/14,walking,walking,2014-06-19T23:00:16-07:00,2014-06-19T23:01:46-07:00,90,0.047,152,0
