Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/9/14,cycling,cycling,2014-06-09T08:32:55-07:00,2014-06-09T08:43:51-07:00,656,1.599,0,0
6/9/14,walking,walking,2014-06-09T08:43:51-07:00,2014-06-09T08:47:09-07:00,198,0.146,316,0
6/9/14,transport,transport,2014-06-09T08:47:09-07:00,2014-06-09T08:54:05-07:00,416,0.233,0,0
6/9/14,walking,walking,2014-06-09T08:54:47-07:00,2014-06-09T08:58:29-07:00,222,0.137,294,0
6/9/14,walking,walking,2014-06-09T09:00:00-07:00,2014-06-09T09:00:18-07:00,18,0.007,21,0
6/9/14,walking,walking,2014-06-09T12:37:14-07:00,2014-06-09T12:42:39-07:00,325,0.232,433,0
6/9/14,walking,walking,2014-06-09T12:43:25-07:00,2014-06-09T12:44:25-07:00,60,0.029,91,0
6/9/14,cycling,cycling,2014-06-09T14:34:54-07:00,2014-06-09T14:47:01-07:00,727,1.809,0,0
6/9/14,transport,transport,2014-06-09T15:42:15-07:00,2014-06-09T16:38:17-07:00,3362,40.431,0,0
6/9/14,walking,walking,2014-06-09T16:44:16-07:00,2014-06-09T16:44:46-07:00,30,0.013,41,0
6/9/14,walking,walking,2014-06-09T17:34:22-07:00,2014-06-09T17:37:32-07:00,190,0.135,253,0
6/9/14,transport,transport,2014-06-09T17:42:26-07:00,2014-06-09T18:48:51-07:00,3985,42.458,0,0
6/9/14,walking,walking,2014-06-09T18:51:00-07:00,2014-06-09T18:52:00-07:00,60,0.029,92,0
6/9/14,cycling,cycling,2014-06-09T19:52:20-07:00,2014-06-09T20:01:51-07:00,571,1.336,0,0
6/9/14,walking,walking,2014-06-09T20:02:20-07:00,2014-06-09T20:05:20-07:00,180,0.132,285,0
6/9/14,walking,walking,2014-06-09T21:59:38-07:00,2014-06-09T22:14:04-07:00,866,0.561,1120,0
6/9/14,transport,transport,2014-06-09T23:01:27-07:00,2014-06-09T23:06:01-07:00,274,0.971,0,0
6/9/14,walking,walking,2014-06-09T23:20:37-07:00,2014-06-09T23:21:07-07:00,30,0.012,41,0
