Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/7/14,running,running,2014-06-07T11:51:41-07:00,2014-06-07T11:59:17-07:00,456,0.677,1165,0
6/7/14,transport,transport,2014-06-07T11:59:17-07:00,2014-06-07T12:41:50-07:00,2553,14.873,0,0
6/7/14,walking,walking,2014-06-07T12:41:49-07:00,2014-06-07T12:54:02-07:00,733,0.303,796,0
6/7/14,transport,transport,2014-06-07T13:01:04-07:00,2014-06-07T13:41:17-07:00,2413,4.756,0,0
6/7/14,walking,walking,2014-06-07T13:41:16-07:00,2014-06-07T13:53:52-07:00,756,0.385,1238,0
6/7/14,walking,walking,2014-06-07T14:35:17-07:00,2014-06-07T14:40:37-07:00,320,0.229,427,0
6/7/14,walking,walking,2014-06-07T14:41:23-07:00,2014-06-07T14:43:23-07:00,120,0.066,142,0
6/7/14,walking,walking,2014-06-07T17:29:17-07:00,2014-06-07T17:32:20-07:00,183,0.085,176,0
6/7/14,walking,walking,2014-06-07T18:00:37-07:00,2014-06-07T18:07:07-07:00,390,0.232,499,0
6/7/14,walking,walking,2014-06-07T19:06:24-07:00,2014-06-07T19:16:30-07:00,606,0.301,901,0
6/7/14,walking,walking,2014-06-07T19:19:05-07:00,2014-06-07T19:19:35-07:00,30,0.012,41,0
