Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/24/14,transport,transport,2014-06-24T00:00:00-07:00,2014-06-24T00:01:28-07:00,88,0.235,0,0
6/24/14,walking,walking,2014-06-24T00:01:27-07:00,2014-06-24T00:04:21-07:00,174,0.054,98,0
6/24/14,walking,walking,2014-06-24T00:05:27-07:00,2014-06-24T00:05:57-07:00,30,0.013,41,0
6/24/14,cycling,cycling,2014-06-24T08:42:47-07:00,2014-06-24T08:51:50-07:00,543,1.159,0,0
6/24/14,walking,walking,2014-06-24T08:51:50-07:00,2014-06-24T09:04:21-07:00,751,0.488,822,0
6/24/14,walking,walking,2014-06-24T09:06:19-07:00,2014-06-24T09:06:49-07:00,30,0.019,61,0
6/24/14,walking,walking,2014-06-24T10:51:16-07:00,2014-06-24T10:54:35-07:00,199,0.152,204,0
6/24/14,walking,walking,2014-06-24T11:00:05-07:00,2014-06-24T11:00:35-07:00,30,0.009,30,0
6/24/14,cycling,cycling,2014-06-24T12:13:38-07:00,2014-06-24T12:19:06-07:00,328,0.754,0,0
6/24/14,walking,walking,2014-06-24T12:19:40-07:00,2014-06-24T12:20:10-07:00,30,0.025,81,0
6/24/14,cycling,cycling,2014-06-24T13:09:33-07:00,2014-06-24T13:16:51-07:00,438,1.234,0,0
6/24/14,walking,walking,2014-06-24T13:17:18-07:00,2014-06-24T13:19:48-07:00,150,0.070,101,0
6/24/14,transport,transport,2014-06-24T19:54:29-07:00,2014-06-24T20:44:10-07:00,2981,53.795,0,0
6/24/14,walking,walking,2014-06-24T20:44:26-07:00,2014-06-24T20:46:26-07:00,120,0.085,183,0
6/24/14,transport,transport,2014-06-24T21:05:40-07:00,2014-06-24T21:15:01-07:00,561,0.401,0,0
