Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/26/14,transport,transport,2014-06-26T08:25:59-07:00,2014-06-26T09:51:00-07:00,5101,64.845,0,0
6/26/14,walking,walking,2014-06-26T09:52:04-07:00,2014-06-26T09:52:34-07:00,30,0.019,61,0
6/26/14,transport,transport,2014-06-26T14:45:35-07:00,2014-06-26T16:16:46-07:00,5471,52.496,0,0
6/26/14,walking,walking,2014-06-26T16:16:46-07:00,2014-06-26T16:19:57-07:00,191,0.073,183,0
6/26/14,transport,transport,2014-06-26T17:24:42-07:00,2014-06-26T17:33:26-07:00,524,1.522,0,0
6/26/14,transport,transport,2014-06-26T19:25:58-07:00,2014-06-26T19:33:37-07:00,459,2.003,0,0
6/26/14,walking,walking,2014-06-26T19:34:23-07:00,2014-06-26T19:35:26-07:00,63,0.030,97,0
6/26/14,walking,walking,2014-06-26T19:48:28-07:00,2014-06-26T19:54:20-07:00,352,0.312,613,0
6/26/14,walking,walking,2014-06-26T21:32:12-07:00,2014-06-26T21:32:13-07:00,1,0.001,2,0
6/26/14,transport,transport,2014-06-26T21:32:13-07:00,2014-06-26T22:32:28-07:00,3615,56.198,0,0
6/26/14,walking,walking,2014-06-26T22:33:47-07:00,2014-06-26T22:34:17-07:00,30,0.019,61,0
