Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/10/14,cycling,cycling,2014-06-10T12:36:50-07:00,2014-06-10T12:49:01-07:00,731,1.826,0,0
6/10/14,walking,walking,2014-06-10T12:49:00-07:00,2014-06-10T12:55:29-07:00,389,0.181,344,0
6/10/14,walking,walking,2014-06-10T15:17:26-07:00,2014-06-10T15:20:24-07:00,178,0.147,362,0
6/10/14,walking,walking,2014-06-10T15:25:30-07:00,2014-06-10T15:34:04-07:00,514,0.312,901,0
6/10/14,transport,transport,2014-06-10T17:39:58-07:00,2014-06-10T17:46:45-07:00,407,0.291,0,0
6/10/14,walking,walking,2014-06-10T17:46:45-07:00,2014-06-10T17:50:46-07:00,241,0.189,421,0
6/10/14,walking,walking,2014-06-10T17:52:05-07:00,2014-06-10T17:52:35-07:00,30,0.022,71,0
6/10/14,walking,walking,2014-06-10T17:54:26-07:00,2014-06-10T17:59:22-07:00,296,0.158,242,0
6/10/14,walking,walking,2014-06-10T18:12:15-07:00,2014-06-10T18:14:18-07:00,123,0.102,219,0
6/10/14,cycling,cycling,2014-06-10T20:35:28-07:00,2014-06-10T20:42:44-07:00,436,1.598,0,0
