Date,Type,Name,Start,End,Duration
7/7/14,place,Home,2014-07-07T00:00:00-07:00,2014-07-07T09:29:21-07:00,34161
7/7/14,move,cycling,2014-07-07T09:29:21-07:00,2014-07-07T09:39:24-07:00,603
7/7/14,move,walking,2014-07-07T09:39:23-07:00,2014-07-07T09:48:34-07:00,551
7/7/14,place,Sutardja Dai Hall - CITRIS Building,2014-07-07T09:48:34-07:00,2014-07-07T13:33:53-07:00,13519
7/7/14,move,walking,2014-07-07T13:33:53-07:00,2014-07-07T13:45:23-07:00,690
7/7/14,place,Place in Berkeley,2014-07-07T13:45:22-07:00,2014-07-07T14:20:27-07:00,2105
7/7/14,move,walking,2014-07-07T14:20:27-07:00,2014-07-07T14:32:00-07:00,693
7/7/14,place,Sutardja Dai Hall - CITRIS Building,2014-07-07T14:32:01-07:00,2014-07-07T19:48:21-07:00,18980
7/7/14,move,cycling,2014-07-07T19:48:21-07:00,2014-07-07T19:51:51-07:00,210
7/7/14,place,Recreational Sports Facility (RSF),2014-07-07T19:51:51-07:00,2014-07-07T20:52:45-07:00,3654
7/7/14,move,walking,2014-07-07T20:52:45-07:00,2014-07-07T20:58:51-07:00,366
7/7/14,place,Place in Berkeley,2014-07-07T20:58:51-07:00,2014-07-07T21:48:37-07:00,2986
7/7/14,move,cycling,2014-07-07T21:48:37-07:00,2014-07-07T21:52:35-07:00,238
7/7/14,place,Place in Berkeley,2014-07-07T21:52:35-07:00,2014-07-07T22:30:00-07:00,2245
7/7/14,move,walking,2014-07-07T22:30:00-07:00,2014-07-07T22:48:45-07:00,1125
7/7/14,place,Place in Berkeley,2014-07-07T22:48:45-07:00,2014-07-07T22:55:34-07:00,409
7/7/14,move,cycling,2014-07-07T22:55:34-07:00,2014-07-07T23:02:33-07:00,419
7/7/14,place,Home,2014-07-07T23:51:16-07:00,2014-07-08T00:00:00-07:00,524
