Date,Type,Name,Start,End,Duration
6/23/14,place,Home,2014-06-23T00:26:38-07:00,2014-06-23T19:54:07-07:00,70049
6/23/14,move,cycling,2014-06-23T19:54:07-07:00,2014-06-23T20:01:07-07:00,420
6/23/14,place,"Place in University of California, Berkeley",2014-06-23T20:01:07-07:00,2014-06-23T22:00:54-07:00,7187
6/23/14,move,walking,2014-06-23T22:00:54-07:00,2014-06-23T22:11:21-07:00,627
6/23/14,place,Place in Berkeley,2014-06-23T22:11:21-07:00,2014-06-23T22:55:11-07:00,2630
6/23/14,move,walking,2014-06-23T22:55:11-07:00,2014-06-23T23:05:01-07:00,590
6/23/14,place,Place in Berkeley,2014-06-23T23:05:01-07:00,2014-06-23T23:07:20-07:00,139
6/23/14,move,walking,2014-06-23T23:07:20-07:00,2014-06-23T23:13:29-07:00,369
6/23/14,place,Siemens Berkeley,2014-06-23T23:13:29-07:00,2014-06-23T23:56:39-07:00,2590
6/23/14,move,transport,2014-06-23T23:56:39-07:00,2014-06-24T00:00:00-07:00,201
