Date,Type,Name,Start,End,Duration
6/27/14,place,Place in Mountain View,2014-06-27T00:00:00-07:00,2014-06-27T10:26:42-07:00,37602
6/27/14,move,transport,2014-06-27T10:26:42-07:00,2014-06-27T10:42:02-07:00,920
6/27/14,place,Place in Palo Alto,2014-06-27T10:42:03-07:00,2014-06-27T12:42:25-07:00,7222
6/27/14,move,transport,2014-06-27T12:42:25-07:00,2014-06-27T12:48:20-07:00,355
6/27/14,place,Place in Escondido Village,2014-06-27T12:48:21-07:00,2014-06-27T13:52:35-07:00,3854
6/27/14,move,transport,2014-06-27T13:52:35-07:00,2014-06-27T14:05:22-07:00,767
6/27/14,place,Place in Mountain View,2014-06-27T14:05:21-07:00,2014-06-27T15:42:30-07:00,5829
6/27/14,move,transport,2014-06-27T15:42:30-07:00,2014-06-27T15:59:10-07:00,1000
6/27/14,place,Place in Lilac Lane,2014-06-27T15:59:10-07:00,2014-06-27T17:48:38-07:00,6568
6/27/14,move,transport,2014-06-27T17:48:38-07:00,2014-06-27T18:04:59-07:00,981
6/27/14,place,Place in Downtown North,2014-06-27T18:04:59-07:00,2014-06-27T21:02:40-07:00,10661
6/27/14,move,walking,2014-06-27T21:02:40-07:00,2014-06-27T21:07:19-07:00,279
6/27/14,place,Place in University South,2014-06-27T21:07:19-07:00,2014-06-27T21:17:13-07:00,594
