Date,Type,Name,Start,End,Duration
6/16/14,place,Home,2014-06-16T00:00:00-07:00,2014-06-16T00:14:31-07:00,871
6/16/14,place,Home,2014-06-16T01:45:31-07:00,2014-06-16T01:53:06-07:00,455
6/16/14,move,transport,2014-06-16T15:33:52-07:00,2014-06-16T16:30:05-07:00,3373
6/16/14,place,Place in East Palo Alto,2014-06-16T16:30:04-07:00,2014-06-16T18:08:07-07:00,5883
6/16/14,move,transport,2014-06-16T18:08:07-07:00,2014-06-16T19:12:43-07:00,3876
6/16/14,place,"Place in University of California, Berkeley",2014-06-16T19:12:43-07:00,2014-06-16T19:15:08-07:00,145
6/16/14,move,walking,2014-06-16T19:15:08-07:00,2014-06-16T19:18:51-07:00,223
6/16/14,place,Recreational Sports Facility (RSF),2014-06-16T19:18:51-07:00,2014-06-16T21:03:27-07:00,6276
6/16/14,move,walking,2014-06-16T21:03:27-07:00,2014-06-16T21:10:19-07:00,412
6/16/14,move,transport,2014-06-16T21:10:19-07:00,2014-06-16T21:15:37-07:00,318
6/16/14,place,Place in Berkeley,2014-06-16T21:15:37-07:00,2014-06-16T21:36:31-07:00,1254
6/16/14,move,transport,2014-06-16T21:36:31-07:00,2014-06-16T21:39:49-07:00,198
6/16/14,place,Home,2014-06-16T21:39:50-07:00,2014-06-17T00:00:00-07:00,8410
