Date,Type,Name,Start,End,Duration
6/10/14,place,Home,2014-06-10T00:00:00-07:00,2014-06-10T12:36:50-07:00,45410
6/10/14,move,cycling,2014-06-10T12:36:50-07:00,2014-06-10T12:49:01-07:00,731
6/10/14,place,Memorial Glade,2014-06-10T12:49:00-07:00,2014-06-10T15:17:26-07:00,8906
6/10/14,move,walking,2014-06-10T15:17:26-07:00,2014-06-10T15:20:24-07:00,178
6/10/14,place,School of Information,2014-06-10T15:20:24-07:00,2014-06-10T15:25:30-07:00,306
6/10/14,move,walking,2014-06-10T15:25:30-07:00,2014-06-10T15:34:04-07:00,514
6/10/14,place,Sutardja Dai Hall - CITRIS Building,2014-06-10T15:34:03-07:00,2014-06-10T17:39:58-07:00,7555
6/10/14,move,transport,2014-06-10T17:39:58-07:00,2014-06-10T17:46:45-07:00,407
6/10/14,move,walking,2014-06-10T17:46:45-07:00,2014-06-10T17:50:46-07:00,241
6/10/14,place,Place in Berkeley,2014-06-10T17:50:46-07:00,2014-06-10T17:54:26-07:00,220
6/10/14,move,walking,2014-06-10T17:54:26-07:00,2014-06-10T17:59:22-07:00,296
6/10/14,place,"Place in University of California, Berkeley",2014-06-10T17:59:22-07:00,2014-06-10T20:35:28-07:00,9366
6/10/14,move,cycling,2014-06-10T20:35:28-07:00,2014-06-10T20:42:44-07:00,436
6/10/14,place,Home,2014-06-10T20:42:44-07:00,2014-06-11T00:00:00-07:00,11836
