Date,Type,Name,Start,End,Duration
6/15/14,place,Place in Western Drive/Nobel,2014-06-15T02:02:18-07:00,2014-06-15T02:11:41-07:00,563
6/15/14,move,transport,2014-06-15T12:17:01-07:00,2014-06-15T12:24:12-07:00,431
6/15/14,move,walking,2014-06-15T12:24:11-07:00,2014-06-15T12:31:45-07:00,454
6/15/14,place,Place in Downtown District (Commercial),2014-06-15T12:31:45-07:00,2014-06-15T12:50:42-07:00,1137
6/15/14,move,walking,2014-06-15T12:50:42-07:00,2014-06-15T12:58:17-07:00,455
6/15/14,place,Place in Downtown District (Commercial),2014-06-15T12:58:17-07:00,2014-06-15T15:15:54-07:00,8257
6/15/14,move,transport,2014-06-15T15:15:54-07:00,2014-06-15T15:37:31-07:00,1297
6/15/14,move,walking,2014-06-15T15:37:32-07:00,2014-06-15T15:48:06-07:00,634
6/15/14,place,Place in Downtown District (Commercial),2014-06-15T15:48:06-07:00,2014-06-15T21:25:19-07:00,20233
6/15/14,move,walking,2014-06-15T21:25:19-07:00,2014-06-15T21:33:34-07:00,495
6/15/14,move,transport,2014-06-15T21:33:34-07:00,2014-06-15T23:12:39-07:00,5945
6/15/14,place,Home,2014-06-15T23:12:38-07:00,2014-06-16T00:00:00-07:00,2842
