Date,Type,Name,Start,End,Duration
6/19/14,place,Home,2014-06-19T00:00:00-07:00,2014-06-19T09:29:26-07:00,34166
6/19/14,move,cycling,2014-06-19T09:29:26-07:00,2014-06-19T09:38:07-07:00,521
6/19/14,place,Place in Berkeley,2014-06-19T09:38:07-07:00,2014-06-19T11:17:26-07:00,5959
6/19/14,move,transport,2014-06-19T11:17:26-07:00,2014-06-19T11:20:49-07:00,203
6/19/14,move,walking,2014-06-19T11:20:49-07:00,2014-06-19T11:27:12-07:00,383
6/19/14,place,School of Information,2014-06-19T11:27:13-07:00,2014-06-19T14:58:04-07:00,12651
6/19/14,move,transport,2014-06-19T14:58:04-07:00,2014-06-19T15:02:47-07:00,283
6/19/14,place,Siemens Berkeley,2014-06-19T15:02:47-07:00,2014-06-19T15:38:30-07:00,2143
6/19/14,move,walking,2014-06-19T15:38:30-07:00,2014-06-19T15:42:32-07:00,242
6/19/14,place,Place in Berkeley,2014-06-19T15:42:32-07:00,2014-06-19T17:04:00-07:00,4888
6/19/14,move,cycling,2014-06-19T17:04:00-07:00,2014-06-19T17:11:18-07:00,438
6/19/14,place,Home,2014-06-19T17:11:19-07:00,2014-06-19T17:42:45-07:00,1886
6/19/14,move,cycling,2014-06-19T17:42:45-07:00,2014-06-19T17:46:30-07:00,225
6/19/14,move,transport,2014-06-19T17:46:30-07:00,2014-06-19T18:01:26-07:00,896
6/19/14,place,Place in Oakland,2014-06-19T18:01:25-07:00,2014-06-19T18:10:37-07:00,552
6/19/14,move,transport,2014-06-19T18:10:37-07:00,2014-06-19T18:26:46-07:00,969
6/19/14,place,Place in Coliseum,2014-06-19T18:26:47-07:00,2014-06-19T18:30:18-07:00,211
6/19/14,move,walking,2014-06-19T18:30:18-07:00,2014-06-19T18:37:32-07:00,434
6/19/14,place,Place in O.co Coliseum,2014-06-19T18:37:32-07:00,2014-06-19T22:03:01-07:00,12329
6/19/14,move,walking,2014-06-19T22:03:01-07:00,2014-06-19T22:07:43-07:00,282
6/19/14,place,Place in Oakland,2014-06-19T22:07:44-07:00,2014-06-19T22:22:14-07:00,870
6/19/14,move,transport,2014-06-19T22:22:14-07:00,2014-06-19T22:52:16-07:00,1802
6/19/14,move,walking,2014-06-19T22:52:16-07:00,2014-06-19T22:54:16-07:00,120
6/19/14,move,transport,2014-06-19T22:54:16-07:00,2014-06-19T22:58:44-07:00,268
6/19/14,place,Home,2014-06-19T22:58:43-07:00,2014-06-19T23:02:20-07:00,217
