Date,Type,Name,Start,End,Duration
6/29/14,place,Home,2014-06-29T00:00:00-07:00,2014-06-29T16:05:33-07:00,57933
6/29/14,move,transport,2014-06-29T16:05:33-07:00,2014-06-29T16:22:13-07:00,1000
6/29/14,place,Place in Mountain View,2014-06-29T16:22:13-07:00,2014-06-29T16:31:13-07:00,540
6/29/14,move,transport,2014-06-29T16:31:13-07:00,2014-06-29T16:46:35-07:00,922
6/29/14,move,walking,2014-06-29T16:46:35-07:00,2014-06-29T16:50:51-07:00,256
6/29/14,place,Place in Mountain View,2014-06-29T16:50:51-07:00,2014-06-29T17:31:33-07:00,2442
6/29/14,move,transport,2014-06-29T17:31:33-07:00,2014-06-29T18:14:08-07:00,2555
6/29/14,place,Place in Berkeley Bowl East,2014-06-29T18:14:08-07:00,2014-06-29T18:49:31-07:00,2123
6/29/14,move,walking,2014-06-29T18:49:31-07:00,2014-06-29T19:07:01-07:00,1050
6/29/14,place,Home,2014-06-29T19:07:01-07:00,2014-06-30T00:00:00-07:00,17579
