Date,Type,Name,Start,End,Duration
7/6/14,place,Home,2014-07-06T00:00:00-07:00,2014-07-06T09:52:08-07:00,35528
7/6/14,move,transport,2014-07-06T09:52:08-07:00,2014-07-06T10:28:14-07:00,2166
7/6/14,place,Home,2014-07-06T10:28:14-07:00,2014-07-06T12:18:40-07:00,6626
7/6/14,move,transport,2014-07-06T12:18:40-07:00,2014-07-06T12:24:10-07:00,330
7/6/14,place,Place in Mountain View,2014-07-06T12:24:10-07:00,2014-07-06T12:35:06-07:00,656
7/6/14,move,transport,2014-07-06T12:35:06-07:00,2014-07-06T12:51:22-07:00,976
7/6/14,place,Place in Mountain View,2014-07-06T12:51:22-07:00,2014-07-06T17:03:55-07:00,15153
7/6/14,move,transport,2014-07-06T17:03:55-07:00,2014-07-06T17:10:34-07:00,399
7/6/14,place,Home,2014-07-06T17:10:33-07:00,2014-07-06T17:59:55-07:00,2962
7/6/14,move,transport,2014-07-06T17:59:55-07:00,2014-07-06T18:49:54-07:00,2999
7/6/14,place,Home,2014-07-06T18:49:54-07:00,2014-07-07T00:00:00-07:00,18606
