Date,Type,Name,Start,End,Duration
6/18/14,place,Home,2014-06-18T00:00:00-07:00,2014-06-18T18:05:56-07:00,65156
6/18/14,move,transport,2014-06-18T18:05:56-07:00,2014-06-18T18:15:35-07:00,579
6/18/14,move,walking,2014-06-18T18:15:35-07:00,2014-06-18T18:18:14-07:00,159
6/18/14,place,Place in Haas Pavilion,2014-06-18T18:18:14-07:00,2014-06-18T21:14:05-07:00,10551
6/18/14,move,walking,2014-06-18T21:14:05-07:00,2014-06-18T21:16:55-07:00,170
6/18/14,place,Place in Berkeley,2014-06-18T21:16:56-07:00,2014-06-18T21:22:04-07:00,308
6/18/14,move,walking,2014-06-18T21:22:04-07:00,2014-06-18T21:27:45-07:00,341
6/18/14,place,Place in Berkeley,2014-06-18T21:27:46-07:00,2014-06-18T21:57:20-07:00,1774
6/18/14,move,cycling,2014-06-18T21:57:20-07:00,2014-06-18T22:03:22-07:00,362
6/18/14,place,Home,2014-06-18T22:03:22-07:00,2014-06-19T00:00:00-07:00,6998
