timestamp,heartrate,steps,calories,gsr,skin_temp,air_temp
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.3,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
None,0,1.2,None,None,None,
74,10,2.3,0.000738,80.4,75.2,
55,0,1.8,0.000698,82.4,76.1,
54,0,1.8,0.000665,83.5,77.4,
52,0,1.5,0.000656,83.9,78.3,
51,0,1.2,0.00065,85.1,78.8,
55,0,2.2,0.000684,85.4,79.7,
None,24,2.8,0.000679,85.8,80.1,
None,12,2.6,0.000679,86.1,80.2,
None,0,2.2,0.00066,86.1,79.7,
None,31,2.8,0.000688,86.2,79.3,
None,0,2.2,0.000709,85.8,78.8,
55,0,1.8,0.000711,85.7,79.2,
53,0,1.6,0.000688,85.5,79.2,
52,0,1.6,0.00068,85.5,79.7,
53,0,1.3,0.000661,85.5,79.7,
53,0,1.3,0.000623,85.6,79.7,
51,0,1.3,0.00061,85.8,79.7,
51,0,1.2,0.000609,85.9,79.7,
52,0,1.2,0.000608,86.0,79.7,
54,0,1.6,0.000653,86.0,79.7,
57,0,1.6,0.00065,85.9,80.1,
54,0,1.3,0.000633,86.1,80.6,
53,0,1.3,0.000606,86.3,81.0,
53,0,1.3,0.000584,86.6,81.5,
56,0,1.3,0.000576,87.0,81.5,
56,0,1.3,0.000576,87.3,81.9,
60,0,1.3,0.000596,87.1,82.4,
59,0,1.7,0.00059,87.3,82.8,
56,0,1.5,0.000719,87.6,82.8,
62,0,2.0,0.00065,87.8,82.8,
57,0,2.2,0.000694,87.9,83.3,
54,0,1.7,0.000633,88.1,83.3,
54,0,1.8,0.000537,88.2,83.3,
52,0,1.7,0.00057,88.2,83.3,
49,0,1.7,0.000557,88.2,82.9,
53,0,1.7,0.000595,88.2,82.8,
53,0,1.4,0.000584,87.9,82.8,
53,0,1.5,0.000612,88.1,82.8,
52,0,1.3,0.000629,88.2,82.8,
54,0,1.3,0.00059,88.1,82.8,
54,0,1.6,0.000628,87.9,82.8,
55,0,1.4,0.000632,87.8,82.8,
54,0,1.4,0.000555,87.8,82.8,
58,0,1.4,0.000587,87.8,83.3,
59,0,1.6,0.000649,88.0,83.3,
57,0,1.7,0.000617,88.0,83.3,
54,0,1.8,0.000651,88.1,83.3,
56,0,1.6,0.00061,88.2,83.3,
54,0,1.4,0.000563,88.2,83.3,
56,0,1.7,0.00065,88.0,83.3,
53,0,1.4,0.000584,87.7,82.9,
59,0,1.6,0.000654,87.7,82.8,
53,0,1.7,0.000661,87.8,82.8,
57,0,1.5,0.000599,87.7,82.8,
56,0,1.4,0.000676,87.6,82.8,
60,0,1.5,0.000637,87.6,83.3,
65,0,1.8,0.000623,87.6,83.3,
66,0,1.9,0.000643,87.8,82.9,
65,0,1.6,0.000644,87.7,83.3,
56,0,2.0,0.000618,87.6,83.3,
58,23,2.7,0.000679,87.6,82.9,
56,0,1.6,0.00067,87.5,82.8,
60,0,1.8,0.000714,87.4,82.8,
53,0,2.0,0.000667,87.5,82.8,
51,0,1.6,0.000641,87.4,82.8,
50,0,1.6,0.00062,87.2,82.4,
None,0,2.3,0.000648,87.4,82.4,
None,0,2.2,0.000646,87.4,82.8,
78,0,2.0,0.000625,87.5,82.8,
81,21,3.0,0.000592,87.4,82.8,
63,0,1.7,0.0006,87.4,82.8,
65,0,1.8,0.00059,87.4,82.8,
None,0,2.1,0.000623,87.4,82.8,
None,60,3.8,0.000624,87.6,83.3,
None,0,2.0,0.000594,87.6,83.3,
None,8,2.3,0.00063,87.6,83.3,
None,0,2.1,0.000604,87.6,83.3,
None,0,2.2,0.000603,87.6,83.3,
None,0,2.3,0.000603,87.6,83.3,
146,0,3.7,0.000619,87.7,83.3,
None,0,4.9,0.000649,87.7,83.3,
None,0,4.8,0.000671,87.6,83.3,
None,0,3.9,0.000643,87.6,83.3,
None,11,2.5,0.00062,87.6,83.3,
None,35,3.0,0.00061,87.5,83.3,
None,0,2.2,0.000581,87.4,83.3,
None,0,2.4,0.000629,87.4,83.3,
None,0,2.3,0.000609,87.4,83.3,
76,17,2.4,0.000564,87.4,83.3,
None,0,2.3,0.000677,87.3,83.3,
None,6,2.5,0.000596,87.1,82.9,
None,28,3.3,0.000667,87.1,82.8,
None,31,3.7,0.000661,86.9,82.8,
None,0,2.5,0.000584,86.8,82.8,
None,0,2.3,0.000619,86.5,82.8,
None,0,2.4,0.000604,86.0,82.4,
None,0,2.1,0.000614,85.8,82.4,
None,0,2.1,0.000638,85.7,82.4,
None,16,2.6,0.000673,85.5,82.4,
None,0,1.9,0.000635,85.4,82.4,
81,0,1.9,0.000605,85.3,82.0,
80,0,1.8,0.000602,85.5,82.0,
76,0,1.8,0.00059,85.5,82.0,
74,0,2.0,0.000592,85.7,82.0,
None,0,2.0,0.000612,86.0,82.4,
None,9,2.6,0.000615,86.4,82.4,
60,0,1.8,0.000608,86.6,82.8,
68,0,1.8,0.000545,87.0,83.3,
66,0,2.2,0.000547,87.3,83.7,
None,0,2.0,0.000611,87.5,83.8,
None,19,2.4,0.000614,87.8,84.2,
75,10,2.3,0.000655,88.0,83.8,
77,0,1.9,0.000635,88.0,83.8,
58,0,2.3,0.000638,88.2,83.8,
None,11,2.6,0.000616,88.2,83.3,
None,0,2.3,0.000663,88.2,82.9,
None,0,2.4,0.000642,88.2,82.8,
None,0,2.4,0.000688,88.0,82.4,
None,0,2.3,0.000739,87.9,82.4,
None,0,2.2,0.000681,87.8,82.4,
None,0,2.2,0.000642,87.8,82.4,
None,0,2.2,0.000623,87.8,82.4,
None,0,2.1,0.000611,87.9,82.0,
85,0,2.2,0.00062,88.0,82.4,
None,0,2.0,0.000607,88.0,82.4,
None,0,2.2,0.0006,88.0,82.8,
None,13,2.7,0.000562,88.1,82.8,
None,0,2.4,0.000607,88.2,82.4,
None,0,2.3,0.000693,88.2,82.4,
None,0,2.2,0.000686,88.0,82.0,
None,0,2.1,0.000667,87.8,82.0,
None,0,2.2,0.000649,87.8,82.0,
None,0,2.3,0.000683,87.7,81.5,
71,0,2.0,0.000606,87.8,81.5,
71,0,2.1,0.000595,87.7,81.5,
None,0,2.0,0.000605,87.6,81.5,
None,0,2.3,0.00059,87.7,81.5,
None,0,2.2,0.000588,87.8,81.9,
None,0,2.2,0.000627,87.8,82.0,
None,0,2.2,0.000634,88.0,81.5,
None,0,2.2,0.000627,88.0,81.9,
71,0,2.1,0.000608,88.0,82.0,
None,0,2.0,0.000607,88.0,82.0,
None,0,2.0,0.00063,88.0,82.4,
None,0,2.1,0.000612,88.2,82.4,
68,0,2.1,0.000641,88.5,82.8,
None,0,2.0,0.000598,88.6,82.8,
None,0,2.2,0.000655,88.7,82.8,
None,0,2.0,0.000648,88.7,82.8,
None,0,2.1,0.000652,88.6,82.8,
None,0,2.0,0.000583,88.6,83.3,
68,0,2.0,0.00061,88.6,83.3,
None,0,2.1,0.000585,89.0,83.7,
None,0,2.2,0.000603,89.1,83.8,
None,0,2.2,0.000577,89.0,83.8,
None,0,2.3,0.000606,89.1,83.3,
None,0,2.1,0.000535,89.0,83.3,
None,0,2.0,0.000641,89.1,83.3,
76,0,2.0,0.000546,88.9,83.3,
68,0,2.0,0.000699,88.9,82.9,
93,0,2.2,0.000683,88.5,82.4,
None,0,1.9,0.000682,88.2,82.4,
None,0,2.1,0.000653,88.0,82.4,
None,0,2.2,0.00059,87.9,82.4,
None,0,2.0,0.000617,88.0,82.4,
None,0,2.2,0.000601,88.0,82.4,
53,0,2.1,0.0006,87.9,82.4,
58,0,1.9,0.000602,88.1,82.4,
None,0,2.1,0.000577,88.1,82.4,
None,0,2.3,0.000606,88.4,82.4,
None,0,2.3,0.000614,88.5,82.8,
None,0,2.0,0.000633,88.4,82.8,
75,0,2.2,0.00072,88.5,82.8,
77,0,2.2,0.000675,88.6,82.8,
71,0,1.7,0.000618,88.5,82.8,
65,0,1.8,0.000618,88.6,82.8,
70,0,1.7,0.000549,88.5,82.8,
67,0,1.8,0.000603,88.7,83.3,
66,0,1.7,0.000579,88.7,83.3,
62,0,1.8,0.000632,88.9,83.3,
56,0,1.6,0.000641,88.6,83.3,
57,0,1.4,0.00061,88.9,83.7,
59,0,1.6,0.000594,89.0,83.8,
62,0,1.7,0.000621,89.1,83.8,
54,0,1.8,0.000616,89.7,85.0,
61,0,1.4,0.00063,89.9,85.5,
68,0,2.1,0.000613,90.0,85.5,
64,0,2.0,0.00059,90.1,85.5,
None,0,2.1,0.000604,90.3,85.5,
62,0,2.1,0.000602,90.3,85.5,
None,0,2.1,0.00062,90.3,85.1,
None,0,2.1,0.000672,90.5,85.1,
None,0,2.1,0.000648,90.3,85.1,
None,0,2.2,0.000631,90.1,84.7,
None,0,2.1,0.000632,90.0,84.7,
67,0,2.2,0.000608,89.8,84.2,
None,0,2.0,0.000611,89.3,84.2,
None,0,2.0,0.000609,89.1,84.2,
None,0,2.0,0.000618,88.9,84.2,
None,0,2.0,0.000626,88.8,84.2,
None,0,2.2,0.000627,88.6,84.2,
70,0,1.9,0.000621,88.3,83.8,
71,0,1.8,0.000603,87.9,83.8,
64,0,2.0,0.00065,87.8,83.8,
67,0,1.5,0.000657,87.6,83.8,
72,0,1.9,0.000632,87.7,83.8,
65,0,1.6,0.000618,87.8,83.8,
64,0,2.0,0.000675,87.9,83.8,
None,0,2.1,0.000727,88.2,83.8,
None,0,2.1,0.000625,88.1,83.8,
None,0,2.0,0.000612,88.1,83.8,
None,0,2.1,0.000606,88.2,83.8,
None,0,2.1,0.000614,88.4,83.8,
None,0,2.4,0.000645,88.5,83.8,
71,0,2.1,0.00062,88.5,83.8,
None,0,2.3,0.000652,88.6,83.8,
68,0,2.1,0.000628,88.6,83.8,
68,0,2.2,0.000613,88.5,83.8,
None,0,2.1,0.000623,88.4,83.8,
None,0,2.1,0.000654,88.5,83.3,
None,0,2.2,0.000672,88.4,83.3,
None,0,2.4,0.000654,88.4,83.3,
None,0,2.2,0.000643,88.5,83.3,
None,27,3.0,0.000624,88.7,83.3,
72,0,2.0,0.000599,88.9,83.7,
None,18,2.6,0.00062,88.9,83.8,
None,0,2.1,0.000636,88.5,83.8,
None,8,2.4,0.000629,88.4,84.2,
None,0,2.1,0.000623,88.2,83.8,
67,39,3.2,0.000645,88.2,83.8,
70,0,1.8,0.0012,88.3,83.8,
66,0,2.3,0.0105,88.5,83.8,
69,0,1.8,0.0131,88.4,83.3,
68,0,1.7,0.00102,88.2,83.3,
66,0,1.5,0.000893,88.3,83.7,
63,0,1.7,0.00069,88.3,84.2,
73,0,1.8,0.000821,88.9,84.2,
71,0,1.7,0.000726,89.1,84.2,
71,0,1.7,0.000721,89.2,84.2,
69,0,1.8,0.00138,89.4,84.6,
71,0,1.9,0.00184,89.5,84.7,
69,0,1.7,0.00317,89.7,84.7,
70,0,1.9,0.00243,89.8,84.7,
78,0,2.2,0.00441,89.8,84.7,
70,0,1.9,0.00242,89.8,84.7,
61,0,1.8,0.0209,89.9,84.7,
67,0,1.8,0.0278,89.8,85.1,
68,0,1.6,0.0421,89.8,85.1,
69,0,1.9,0.0199,89.8,85.1,
72,0,1.6,0.00139,89.6,85.1,
76,0,1.6,0.0154,89.6,85.1,
76,0,1.7,0.0129,89.8,85.1,
67,0,2.1,0.0136,90.0,85.1,
59,0,1.9,0.0237,89.8,85.1,
56,0,1.5,0.0308,89.8,84.7,
54,0,1.8,0.0281,89.8,84.7,
54,0,1.4,0.0223,89.8,84.7,
54,0,1.7,0.016,89.8,84.7,
56,0,1.7,0.0118,90.0,84.7,
54,0,1.5,0.0121,90.0,84.7,
56,0,1.5,0.0118,90.0,84.7,
56,0,1.8,0.0109,89.8,84.7,
58,0,1.8,0.00903,89.8,84.2,
56,0,1.6,0.00796,89.8,84.2,
56,0,1.5,0.00698,89.8,84.2,
55,0,1.9,0.00477,89.7,84.2,
59,0,1.7,0.00476,89.7,84.2,
55,0,1.4,0.00171,89.5,84.2,
57,0,1.6,0.000982,89.2,84.2,
53,0,1.5,0.00154,89.6,84.2,
58,0,1.6,0.00195,89.6,84.2,
53,0,1.5,0.00204,89.6,84.2,
55,0,1.5,0.00196,89.6,84.2,
52,0,1.6,0.00231,89.6,84.2,
54,0,1.9,0.00145,89.6,84.2,
59,0,1.5,0.00129,89.6,84.2,
58,0,1.4,0.00204,89.8,84.2,
54,0,1.4,0.000847,89.6,84.2,
57,0,1.8,0.000987,89.7,84.2,
56,0,1.6,0.00111,89.8,84.2,
54,0,1.2,0.00134,89.8,84.2,
55,0,1.2,0.00132,89.9,84.2,
59,0,1.7,0.000871,89.9,84.6,
56,0,1.7,0.000731,90.0,84.7,
57,0,1.7,0.000814,90.0,84.7,
57,0,1.5,0.00097,90.0,84.2,
55,0,1.8,0.000902,90.0,84.2,
53,0,1.5,0.00106,90.0,84.2,
56,0,1.5,0.000914,90.0,84.6,
54,0,1.5,0.000731,90.0,84.7,
53,0,1.5,0.000856,90.0,84.7,
51,0,1.3,0.000644,90.1,84.7,
53,0,1.3,0.000647,90.3,84.7,
54,0,1.5,0.000648,90.3,84.7,
77,0,1.9,0.000683,90.2,84.7,
83,0,1.6,0.000776,89.8,84.7,
60,0,1.3,0.000737,89.5,84.7,
57,0,1.5,0.000734,89.5,84.7,
57,0,1.8,0.000684,89.6,84.7,
57,0,1.5,0.000607,89.9,84.7,
56,0,1.8,0.000628,89.8,84.7,
55,0,1.8,0.000642,89.9,84.7,
60,0,1.9,0.000659,89.8,84.7,
68,0,1.7,0.000651,89.8,84.7,
55,0,1.8,0.000625,89.7,84.7,
54,0,1.8,0.000611,89.9,84.2,
55,0,1.6,0.00064,89.8,84.2,
52,0,1.9,0.000624,89.9,84.6,
58,0,1.8,0.000715,90.0,84.7,
53,0,1.7,0.000792,90.0,84.7,
56,0,1.7,0.00079,90.0,84.7,
53,0,1.7,0.000751,90.0,84.7,
51,0,1.5,0.000755,90.0,84.7,
60,0,1.8,0.000713,90.0,84.7,
57,0,1.8,0.000654,89.9,84.7,
53,0,1.9,0.000605,89.8,84.7,
57,0,1.9,0.000616,89.6,84.2,
53,0,1.7,0.000664,89.4,84.2,
51,0,1.6,0.000655,89.2,84.2,
51,0,1.5,0.000635,89.2,84.2,
54,0,1.3,0.000638,89.2,84.2,
58,17,2.5,0.000617,89.3,84.2,
59,29,2.8,0.000603,89.3,84.2,
65,17,2.5,0.000634,89.2,84.2,
66,33,2.9,0.000643,89.0,84.2,
None,0,2.3,0.000687,88.8,83.8,
None,0,1.9,0.000648,88.8,83.8,
61,0,1.9,0.000674,88.5,83.3,
None,11,2.5,0.000681,88.3,83.7,
None,0,2.2,0.000655,88.3,83.3,
61,0,1.9,0.000607,88.5,83.3,
62,0,2.1,0.000658,88.4,83.3,
None,0,2.0,0.000628,88.0,83.3,
60,0,1.8,0.000596,88.1,83.3,
58,0,2.0,0.000595,88.1,83.3,
None,0,2.3,0.000696,88.1,83.7,
None,0,2.0,0.000645,88.1,83.3,
None,0,2.2,0.000671,87.9,82.9,
None,0,2.1,0.000608,87.8,82.8,
None,0,2.2,0.000639,87.7,82.8,
55,0,1.9,0.000619,87.4,82.8,
None,0,2.1,0.000642,87.5,82.4,
None,0,2.0,0.000631,87.4,82.4,
63,0,2.1,0.000644,87.3,82.4,
None,0,2.3,0.000651,87.1,82.4,
54,0,1.7,0.000628,86.9,82.0,
50,0,1.2,0.000588,86.9,82.0,
47,0,1.3,0.000567,86.9,82.0,
45,0,1.3,0.000573,86.9,82.0,
46,0,1.3,0.000569,86.9,82.0,
47,0,1.5,0.000563,87.1,82.0,
47,0,1.3,0.000561,87.3,82.4,
48,0,1.6,0.000569,87.4,82.4,
49,0,1.5,0.00057,87.6,82.4,
52,0,1.5,0.000566,87.7,82.4,
46,0,1.5,0.00056,87.8,82.4,
47,0,1.6,0.000558,87.8,82.8,
47,0,1.5,0.000562,87.8,82.8,
51,0,1.7,0.000557,88.0,82.8,
47,0,1.5,0.00054,88.2,82.8,
51,0,1.4,0.000513,88.2,82.8,
49,0,1.6,0.000533,88.2,82.8,
46,0,1.6,0.000525,88.4,82.8,
47,0,1.3,0.000529,88.3,82.8,
49,0,1.5,0.00054,88.4,82.8,
53,0,1.6,0.000541,88.5,82.8,
50,0,1.9,0.000549,88.4,83.3,
46,0,1.7,0.000568,88.5,83.3,
52,0,1.9,0.000643,88.5,82.9,
47,0,1.8,0.000599,88.4,82.8,
None,0,2.0,0.000585,88.3,82.8,
56,0,1.9,0.000562,88.2,82.8,
52,0,1.2,0.000576,88.2,82.8,
53,0,1.3,0.000583,88.2,82.8,
50,0,1.9,0.000597,88.1,82.8,
50,0,1.6,0.000564,88.2,82.8,
50,0,1.4,0.000562,88.2,82.8,
51,0,1.4,0.000551,88.2,82.8,
51,0,1.2,0.000547,88.2,82.8,
52,0,1.3,0.000552,88.4,82.8,
None,0,2.1,0.000634,88.3,82.8,
None,0,1.9,0.000613,88.3,82.8,
55,0,2.0,0.000579,88.3,82.8,
None,0,2.0,0.000632,88.3,83.3,
52,0,1.8,0.000588,88.2,82.9,
None,0,2.0,0.000627,88.2,83.3,
52,0,1.9,0.000641,88.2,83.3,
None,0,2.1,0.000588,88.2,83.3,
None,0,2.1,0.000588,88.2,83.3,
None,0,2.1,0.000616,88.2,83.3,
57,0,1.8,0.000552,88.2,83.3,
55,0,1.9,0.000546,88.2,82.9,
51,0,1.5,0.000549,88.0,82.8,
48,0,1.8,0.000499,88.0,82.8,
46,0,1.6,0.000595,88.2,82.8,
45,0,1.6,0.00057,88.1,82.8,
45,0,1.8,0.000565,88.2,82.8,
47,0,1.8,0.000565,88.3,82.8,
48,0,1.8,0.000562,88.5,82.8,
64,0,1.9,0.000583,88.3,82.8,
58,0,1.8,0.000605,88.3,82.8,
50,0,1.2,0.000557,88.5,82.8,
49,0,1.7,0.000584,88.5,82.8,
50,0,1.5,0.000615,88.6,82.8,
52,0,1.8,0.000553,88.6,83.3,
52,0,1.8,0.000588,88.7,83.3,
52,0,1.8,0.000562,88.8,83.3,
51,0,1.8,0.000551,89.1,83.3,
61,0,1.8,0.000579,89.1,83.7,
55,0,1.8,0.000525,89.3,83.8,
54,0,1.8,0.000566,89.4,83.8,
55,0,1.7,0.000601,89.3,83.8,
50,0,1.3,0.0006,88.8,83.8,
48,0,1.2,0.000592,88.7,83.8,
45,0,1.6,0.000592,88.9,83.8,
45,0,1.2,0.000596,89.0,83.8,
45,0,1.2,0.000534,89.1,84.2,
44,0,1.4,0.000561,89.1,84.2,
46,0,1.0,0.000584,89.1,84.2,
45,0,1.1,0.000572,89.1,84.2,
46,0,1.2,0.000546,89.1,84.2,
