timestamp,heartrate,steps,calories,gsr,skin_temp,air_temp
44,0,1.0,0.472,90.7,88.2,
42,0,1.0,0.466,90.8,88.6,
45,0,1.4,0.418,91.0,88.7,
42,0,1.4,0.49,91.0,88.4,
51,0,1.0,0.383,91.0,88.2,
44,0,1.2,0.569,91.0,88.2,
44,0,1.0,0.602,91.0,88.6,
46,0,0.9,0.619,91.2,89.0,
46,0,1.0,0.603,91.2,89.2,
47,0,1.1,0.613,91.3,89.5,
47,0,1.0,0.612,91.4,89.9,
45,0,1.2,0.615,91.5,90.1,
57,0,1.2,0.393,91.5,90.1,
43,0,1.0,0.4,91.6,90.1,
45,0,1.1,0.405,91.6,90.1,
45,0,1.1,0.396,91.6,90.1,
46,0,1.0,0.391,91.6,90.1,
47,0,1.1,0.386,91.6,90.1,
47,0,1.0,0.382,91.6,90.1,
49,0,1.1,0.385,91.6,90.1,
41,0,1.1,0.371,91.6,90.1,
42,0,1.1,0.374,91.6,90.1,
43,0,1.0,0.372,91.6,90.1,
44,0,1.1,0.381,91.6,90.1,
44,0,1.1,0.392,91.6,90.1,
48,0,1.4,0.294,91.7,90.1,
40,0,1.0,0.351,91.8,89.1,
41,0,1.4,0.207,91.5,88.4,
42,0,1.1,0.253,91.2,87.9,
43,0,1.0,0.283,91.0,87.5,
42,0,1.0,0.324,90.8,87.0,
42,0,1.0,0.341,90.6,86.6,
42,0,1.1,0.338,90.4,86.5,
42,0,1.1,0.388,90.3,86.5,
42,0,1.0,0.394,90.3,86.5,
43,0,1.1,0.386,90.1,86.5,
42,0,1.1,0.399,90.0,86.5,
41,0,1.0,0.491,90.0,86.5,
43,0,1.1,0.561,90.0,86.1,
43,0,1.0,0.568,90.0,85.7,
44,0,1.1,0.545,89.8,85.6,
44,0,1.0,0.536,89.8,85.2,
44,0,1.0,0.549,89.7,84.8,
42,0,1.1,0.542,89.6,84.7,
42,0,1.0,0.552,89.5,84.3,
43,0,1.4,0.321,89.3,84.2,
40,0,1.1,0.204,88.9,84.5,
42,0,1.0,0.212,89.1,85.0,
41,0,1.1,0.218,89.1,85.4,
43,0,1.1,0.23,89.3,85.9,
41,0,1.1,0.201,89.4,86.3,
42,0,1.0,0.22,89.6,86.5,
42,0,1.1,0.224,89.7,86.8,
42,0,1.1,0.235,89.9,87.2,
43,0,1.0,0.234,90.0,87.3,
42,0,1.1,0.234,90.2,87.7,
43,0,1.1,0.236,90.3,87.8,
41,0,1.0,0.239,90.5,88.1,
43,0,1.1,0.237,90.6,88.2,
44,0,1.1,0.239,90.7,88.2,
42,0,1.1,0.253,90.8,88.6,
44,0,1.0,0.25,91.0,88.7,
44,0,1.1,0.254,91.0,88.7,
44,0,1.1,0.25,91.2,88.7,
44,0,1.0,0.254,91.2,89.0,
46,0,1.1,0.252,91.2,89.2,
46,0,1.1,0.252,91.4,89.2,
46,0,1.0,0.251,91.4,89.2,
46,0,1.1,0.253,91.5,89.2,
45,0,1.1,0.251,91.6,89.5,
45,0,1.0,0.253,91.6,89.6,
45,0,1.1,0.252,91.6,89.6,
45,0,1.1,0.257,91.8,89.6,
44,0,1.0,0.271,91.9,89.6,
44,0,1.1,0.263,91.9,89.6,
46,0,1.1,0.261,91.9,89.6,
45,0,1.0,0.26,91.9,89.9,
44,0,1.1,0.261,91.9,90.1,
47,0,1.1,0.263,92.1,90.1,
46,0,1.0,0.259,92.1,90.1,
49,0,1.3,0.338,92.1,90.1,
42,0,1.1,0.48,92.1,90.1,
44,0,1.1,0.484,92.1,89.7,
44,0,1.0,0.481,92.1,89.6,
41,0,1.1,0.474,92.1,89.6,
45,0,1.2,0.464,92.1,89.6,
44,0,1.0,0.412,92.0,89.6,
44,0,1.2,0.499,92.1,89.6,
43,0,1.1,0.576,92.3,89.6,
43,0,1.1,0.564,92.3,89.6,
43,0,1.1,0.558,92.3,89.6,
43,0,1.1,0.557,92.3,89.6,
40,0,1.0,0.554,92.3,89.6,
46,0,1.1,0.534,92.3,89.6,
47,0,1.1,0.543,92.3,89.6,
44,0,0.9,0.536,92.3,89.6,
46,0,0.9,0.511,92.3,89.6,
47,0,0.9,0.531,92.3,89.9,
45,0,1.1,0.546,92.3,90.1,
52,0,1.3,0.295,92.3,90.1,
42,0,1.0,0.272,92.3,90.1,
42,0,1.1,0.274,92.3,90.1,
45,0,1.1,0.272,92.3,90.1,
44,0,1.1,0.267,92.3,90.1,
45,0,1.0,0.258,92.3,90.1,
47,0,1.1,0.256,92.3,90.1,
46,0,1.1,0.251,92.3,90.1,
45,0,1.3,0.339,92.3,90.1,
43,0,1.2,0.559,92.3,89.7,
46,0,1.0,0.557,92.3,89.3,
46,0,1.0,0.547,92.2,88.8,
42,0,1.0,0.541,92.0,88.4,
46,0,1.1,0.531,91.8,88.2,
49,0,1.0,0.54,91.6,87.9,
47,0,1.0,0.541,91.4,87.5,
47,0,1.0,0.522,91.2,87.3,
46,0,1.0,0.533,91.1,87.0,
47,0,1.0,0.526,91.0,86.9,
47,0,0.9,0.514,90.7,86.6,
47,0,0.9,0.553,90.7,86.5,
